z	By
37.90000000000009	-1.0173484952247e-06
38.0	-1.0202909379586e-06
38.09999999999991	-1.0232367912977e-06
38.19999999999982	-1.0261787792842e-06
38.30000000000018	-1.029131112773e-06
38.40000000000009	-1.0320795809093e-06
38.5	-1.0350386219216e-06
38.59999999999991	-1.0380008461652e-06
38.69999999999982	-1.0409592050564e-06
38.80000000000018	-1.0439282505104e-06
38.90000000000009	-1.0468929758645e-06
39.0	-1.0498685014682e-06
39.09999999999991	-1.0528473239901e-06
39.19999999999982	-1.0558219400991e-06
39.30000000000018	-1.0588073564577e-06
39.40000000000009	-1.0617886800901e-06
39.5	-1.0647805765984e-06
39.59999999999991	-1.067775770025e-06
39.69999999999982	-1.0707668707255e-06
39.80000000000018	-1.0737687716755e-06
39.90000000000009	-1.0767664662126e-06
40.0	-1.0797747336255e-06
40.09999999999991	-1.0827866390173e-06
40.19999999999982	-1.0857939969355e-06
40.30000000000018	-1.088812382477e-06
40.40000000000009	-1.0918264479187e-06
40.5	-1.09485131361e-06
40.59999999999991	-1.0978793625327e-06
40.69999999999982	-1.1009033187293e-06
40.80000000000018	-1.1039380751754e-06
40.90000000000009	-1.1069687388954e-06
41.0	-1.1100099754913e-06
41.09999999999991	-1.1130546226923e-06
41.19999999999982	-1.1160950634803e-06
41.30000000000018	-1.1191461908311e-06
41.40000000000009	-1.1221931117689e-06
41.5	-1.1252509466431e-06
41.59999999999991	-1.1283120784356e-06
41.69999999999982	-1.1313687764414e-06
41.80000000000018	-1.1344363883836e-06
41.90000000000009	-1.1374997939129e-06
42.0	-1.1405739996917e-06
42.09999999999991	-1.1436515023888e-06
42.19999999999982	-1.1467247986729e-06
42.30000000000018	-1.1498088952067e-06
42.40000000000009	-1.1528887853274e-06
42.5	-1.1559794756977e-06
42.59999999999991	-1.1590734629863e-06
42.69999999999982	-1.1621630164882e-06
42.80000000000018	-1.1652637113002e-06
42.90000000000009	-1.1683598586387e-06
43.0	-1.1714670336005e-06
43.09999999999991	-1.1745773917937e-06
43.19999999999982	-1.1776835435739e-06
43.30000000000018	-1.1808004956038e-06
43.40000000000009	-1.1839132412206e-06
43.5	-1.187036787087e-06
43.59999999999991	-1.1901636298717e-06
43.69999999999982	-1.1932861525565e-06
43.80000000000018	-1.1964195891778e-06
43.90000000000009	-1.1995485920124e-06
44.0	-1.2026887361571e-06
44.09999999999991	-1.2058320635333e-06
44.19999999999982	-1.2089710708096e-06
44.30000000000018	-1.2121209920224e-06
44.40000000000009	-1.2152664794485e-06
44.5	-1.2184227671241e-06
44.59999999999991	-1.2215826927786e-06
44.69999999999982	-1.2247379572727e-06
44.80000000000018	-1.2279044767638e-06
44.90000000000009	-1.2310663350945e-06
45.0	-1.2342393347353e-06
45.09999999999991	-1.2374156312944e-06
45.19999999999982	-1.24058738038e-06
45.30000000000018	-1.2437702707757e-06
45.40000000000009	-1.2469485000111e-06
45.5	-1.2501380979302e-06
45.59999999999991	-1.2533307653939e-06
45.69999999999982	-1.2565188853841e-06
45.80000000000018	-1.2597182603713e-06
45.90000000000009	-1.2629129741981e-06
46.0	-1.266118829335e-06
46.09999999999991	-1.2693279813902e-06
46.19999999999982	-1.2725325859719e-06
46.30000000000018	-1.2757483318637e-06
46.40000000000009	-1.278959530282e-06
46.5	-1.2821818700104e-06
46.59999999999991	-1.2854075066571e-06
46.69999999999982	-1.2886285958302e-06
46.80000000000018	-1.2918608263135e-06
46.90000000000009	-1.2950883956364e-06
47.0	-1.2983269925826e-06
47.09999999999991	-1.3015692275076e-06
47.19999999999982	-1.3048068012722e-06
47.30000000000018	-1.3080554026601e-06
47.40000000000009	-1.3112993428877e-06
47.5	-1.3145547654858e-06
47.59999999999991	-1.3178132576286e-06
47.69999999999982	-1.321067088611e-06
47.80000000000018	-1.3243321745904e-06
47.90000000000009	-1.3275925994094e-06
48.0	-1.3308643929122e-06
48.09999999999991	-1.3341393696464e-06
48.19999999999982	-1.3374096852203e-06
48.30000000000018	-1.3406912557912e-06
48.40000000000009	-1.3439681652017e-06
48.5	-1.3472562159222e-06
48.59999999999991	-1.3505477909348e-06
48.69999999999982	-1.3538344774133e-06
48.80000000000018	-1.3571325325756e-06
48.90000000000009	-1.3604258128908e-06
49.0	-1.3637304618896e-06
49.09999999999991	-1.3670384078068e-06
49.19999999999982	-1.37034146519e-06
49.30000000000018	-1.3736561186306e-06
49.40000000000009	-1.3769656561635e-06
49.5	-1.3802867897539e-06
49.59999999999991	-1.3836112202625e-06
49.69999999999982	-1.3869307622372e-06
49.80000000000018	-1.3902616728956e-06
49.90000000000009	-1.3935878087068e-06
50.0	-1.3969253132018e-06
50.09999999999991	-1.4002661146151e-06
50.19999999999982	-1.4036021411812e-06
50.30000000000018	-1.4069495364311e-06
50.40000000000009	-1.4102921568337e-06
50.5	-1.4136460322334e-06
50.59999999999991	-1.417003431925e-06
50.69999999999982	-1.4203558293957e-06
50.80000000000018	-1.4237195955502e-06
50.90000000000009	-1.4270785868575e-06
51.0	-1.4304490605355e-06
51.09999999999991	-1.4338229448185e-06
51.19999999999982	-1.4371917131939e-06
51.30000000000018	-1.4405720776267e-06
51.40000000000009	-1.4439474398387e-06
51.5	-1.4473342844212e-06
51.59999999999991	-1.4507245396089e-06
51.69999999999982	-1.4541096788889e-06
51.80000000000018	-1.4575065279132e-06
51.90000000000009	-1.4608983747166e-06
52.0	-1.4643015902038e-06
52.09999999999991	-1.4677084436698e-06
52.19999999999982	-1.4711101812281e-06
52.30000000000018	-1.4745232874702e-06
52.40000000000009	-1.4779315051783e-06
52.5	-1.4813513189438e-06
52.59999999999991	-1.4847743159407e-06
52.69999999999982	-1.4881925380905e-06
52.80000000000018	-1.4916222426109e-06
52.90000000000009	-1.4950469449104e-06
53.0	-1.4984832432674e-06
53.09999999999991	-1.5019228385427e-06
53.19999999999982	-1.5053572042234e-06
53.30000000000018	-1.5088035070221e-06
53.40000000000009	-1.5122445802263e-06
53.5	-1.5156972494879e-06
53.59999999999991	-1.5191532156678e-06
53.69999999999982	-1.5226041796268e-06
53.80000000000018	-1.5260668533301e-06
53.90000000000009	-1.5295242974389e-06
54.0	-1.5329935649788e-06
54.09999999999991	-1.5364660157502e-06
54.19999999999982	-1.539933236927e-06
54.30000000000018	-1.543412281535e-06
54.40000000000009	-1.5468863239221e-06
54.5	-1.5503719623666e-06
54.59999999999991	-1.5538608977295e-06
54.69999999999982	-1.5573447171846e-06
54.80000000000018	-1.560840246384e-06
54.90000000000009	-1.5643305459889e-06
55.0	-1.5678327827118e-06
55.09999999999991	-1.5713380889792e-06
55.19999999999982	-1.574838279339e-06
55.30000000000018	-1.5783501794431e-06
55.40000000000009	-1.5818569636394e-06
55.5	-1.5853756849538e-06
55.59999999999991	-1.5888974758127e-06
55.69999999999982	-1.5924140370771e-06
55.80000000000018	-1.5959425354595e-06
55.90000000000009	-1.5994655768736e-06
56.0	-1.6030007827794e-06
56.09999999999991	-1.6065390582298e-06
56.19999999999982	-1.6100721040857e-06
56.30000000000018	-1.6136169733727e-06
56.40000000000009	-1.6171566130652e-06
56.5	-1.6207080761887e-06
56.59999999999991	-1.6242628362306e-06
56.69999999999982	-1.6278122529911e-06
56.80000000000018	-1.6313736068696e-06
56.90000000000009	-1.6349297311535e-06
57.0	-1.6384976788686e-06
57.09999999999991	-1.6420688098151e-06
57.19999999999982	-1.6456347111671e-06
57.30000000000018	-1.6492124359502e-06
57.40000000000009	-1.6527849311387e-06
57.5	-1.6563694771321e-06
57.59999999999991	-1.6599572063569e-06
57.69999999999982	-1.6635392512399e-06
57.80000000000018	-1.6671335743013e-06
57.90000000000009	-1.6707224403945e-06
58.0	-1.6743233572925e-06
58.09999999999991	-1.6779275711087e-06
58.19999999999982	-1.68152621427e-06
58.30000000000018	-1.685136908236e-06
58.40000000000009	-1.6887422589207e-06
58.5	-1.6923595467233e-06
58.59999999999991	-1.6959802451311e-06
58.69999999999982	-1.6995952591969e-06
58.80000000000018	-1.7032225514413e-06
58.90000000000009	-1.7068441593437e-06
59.0	-1.710477818051e-06
59.09999999999991	-1.7141150010502e-06
59.19999999999982	-1.7177464997076e-06
59.30000000000018	-1.7213901628566e-06
59.40000000000009	-1.7250283690373e-06
59.5	-1.7286786260229e-06
59.59999999999991	-1.7323321799267e-06
59.69999999999982	-1.7359802768624e-06
59.80000000000018	-1.7396401972292e-06
59.90000000000009	-1.7432946606277e-06
60.0	-1.7469612885179e-06
60.09999999999991	-1.7506315543869e-06
60.19999999999982	-1.7542959085404e-06
60.30000000000018	-1.7579724271855e-06
60.40000000000009	-1.7616432614886e-06
60.5	-1.7653264876571e-06
60.59999999999991	-1.7690128970571e-06
60.69999999999982	-1.7726938494889e-06
60.80000000000018	-1.7763868527254e-06
60.90000000000009	-1.7800741716201e-06
61.0	-1.7837736550064e-06
61.09999999999991	-1.7874767763715e-06
61.19999999999982	-1.7911738723342e-06
61.30000000000018	-1.794883473849e-06
61.40000000000009	-1.7985871636483e-06
61.5	-1.8023032453129e-06
61.59999999999991	-1.806022510209e-06
61.69999999999982	-1.80973620445e-06
61.80000000000018	-1.8134621768695e-06
61.90000000000009	-1.8171823512603e-06
62.0	-1.8209149175163e-06
62.09999999999991	-1.8246508943776e-06
62.19999999999982	-1.8283807321495e-06
62.30000000000018	-1.8321230754736e-06
62.40000000000009	-1.8358598481427e-06
62.5	-1.8396087853034e-06
62.59999999999991	-1.8433610193824e-06
62.69999999999982	-1.8471074554327e-06
62.80000000000018	-1.850866510722e-06
62.90000000000009	-1.8546195406088e-06
63.0	-1.8583850760479e-06
63.09999999999991	-1.8621536810315e-06
63.19999999999982	-1.8659166016732e-06
63.30000000000018	-1.8696920278671e-06
63.40000000000009	-1.8734613149718e-06
63.5	-1.8772432213154e-06
63.59999999999991	-1.8810284245774e-06
63.69999999999982	-1.8848078298106e-06
63.80000000000018	-1.8885996269091e-06
63.90000000000009	-1.8923852849184e-06
64.0	-1.8961837895404e-06
64.09999999999991	-1.8999855910806e-06
64.19999999999982	-1.9037812535316e-06
64.30000000000018	-1.9075894215348e-06
64.40000000000009	-1.9113917915092e-06
64.5	-1.9152066670358e-06
64.59999999999991	-1.9190247257939e-06
64.69999999999982	-1.9228368728363e-06
64.80000000000018	-1.926661525431e-06
64.90000000000009	-1.93048026631e-06
65.0	-1.9343117401149e-06
65.09999999999991	-1.9381459424039e-06
65.19999999999982	-1.9419589989411e-06
65.30000000000018	-1.9457286271063e-06
65.40000000000009	-1.9494959815347e-06
65.5	-1.9532790247467e-06
65.59999999999991	-1.9570691165427e-06
65.69999999999982	-1.9608567072282e-06
65.80000000000018	-1.9646599866974e-06
65.90000000000009	-1.9684609924298e-06
66.0	-1.9722776869457e-06
66.09999999999991	-1.9761014300457e-06
66.19999999999982	-1.9799222172878e-06
66.30000000000018	-1.9837593754346e-06
66.40000000000009	-1.9875935777236e-06
66.5	-1.9914441509172e-06
66.59999999999991	-1.9953013179475e-06
66.69999999999982	-1.9991562112409e-06
66.80000000000018	-2.0030265659443e-06
66.90000000000009	-2.006894646911e-06
67.0	-2.0107786440349e-06
67.09999999999991	-2.0146694623691e-06
67.19999999999982	-2.0185575522191e-06
67.30000000000018	-2.0224620129738e-06
67.40000000000009	-2.0263635178708e-06
67.5	-2.0302813936723e-06
67.59999999999991	-2.0342058633105e-06
67.69999999999982	-2.0381273770909e-06
67.80000000000018	-2.0420654891495e-06
67.90000000000009	-2.0460001906031e-06
68.0	-2.0499514903349e-06
68.09999999999991	-2.0539098386507e-06
68.19999999999982	-2.0578650037351e-06
68.30000000000018	-2.061836539724e-06
68.40000000000009	-2.0658051198552e-06
68.5	-2.0697898435174e-06
68.59999999999991	-2.0737818431371e-06
68.69999999999982	-2.0777706595254e-06
68.80000000000018	-2.0817758468183e-06
68.90000000000009	-2.0857778508798e-06
69.0	-2.0897964532196e-06
69.09999999999991	-2.0938218767697e-06
69.19999999999982	-2.0978443444619e-06
69.30000000000018	-2.1018831830588e-06
69.40000000000009	-2.1059188384243e-06
69.5	-2.1099708646943e-06
69.59999999999991	-2.114030166922e-06
69.69999999999982	-2.1180858311709e-06
69.80000000000018	-2.1221583210718e-06
69.90000000000009	-2.1262276277412e-06
70.0	-2.1303135326889e-06
70.09999999999991	-2.1344058040995e-06
70.19999999999982	-2.1384955743997e-06
70.30000000000018	-2.1426017156045e-06
70.40000000000009	-2.1467042188306e-06
70.5	-2.1508237750822e-06
70.59999999999991	-2.1549501525442e-06
70.69999999999982	-2.159073119401e-06
70.80000000000018	-2.1632126845361e-06
70.90000000000009	-2.1673490664398e-06
71.0	-2.1715022739954e-06
71.09999999999991	-2.175661848014e-06
71.19999999999982	-2.1798186935484e-06
71.30000000000018	-2.1839919099875e-06
71.40000000000009	-2.1881617158215e-06
71.5	-2.1923488020548e-06
71.59999999999991	-2.1965420273773e-06
71.69999999999982	-2.2007320694684e-06
71.80000000000018	-2.2049391645851e-06
71.90000000000009	-2.2091423943493e-06
72.0	-2.2133629045129e-06
72.09999999999991	-2.2175900085131e-06
72.19999999999982	-2.2218137019081e-06
72.30000000000018	-2.2260542209551e-06
72.40000000000009	-2.2302911020233e-06
72.5	-2.2345452634909e-06
72.59999999999991	-2.238806018795e-06
72.69999999999982	-2.243063363494e-06
72.80000000000018	-2.247337533845e-06
72.90000000000009	-2.2516078388435e-06
73.0	-2.255895651615e-06
